"akb021";"use_amt";"amt";"bili";"use_cnt"
"杭州雨花医疗投资管理有限公司余杭五常宋家湾路诊所";214.42;0.00;0.00000000000000000000;3
"杭州韩鹏健康管理有限公司莲花街口腔诊所";953251.00;89334.36;0.09371546423764569877;1449
"永嘉利民消化专科医院";23818.20;12665.19;0.53174421240899816107;13
"浙江一州大药房连锁有限公司崇镇堂药房";560.30;347.38;0.61998929145100838836;1
"浙江华联医药连锁有限公司皋埠连锁店";1746.20;475.07;0.27205932882831290803;13
"浙江瑞人堂医药连锁有限公司台州康平路店";120.80;0.00;0.00000000000000000000;2
"浙江瑞人堂医药连锁有限公司台州路桥商海南街药店";8.80;0.00;0.00000000000000000000;1
"浙江震元医药连锁有限公司华舍药店";246.44;118.86;0.48230806687226099659;3
"淡溪镇卫生院";352743.51;61330.52;0.17386718185119833955;618
"温州三馀堂健康管理有限公司瓯越中医门诊部";74880.76;10801.43;0.14424840239335177688;63
"温州市公安局龙湾区分局医务室";37.50;0.00;0.00000000000000000000;1
"温州市瓯海区仙岩街道社区卫生服务中心（瓯海区仙岩街道卫生院）";35781.60;9508.91;0.26574859704429092047;91
"温州张和堂医药连锁有限公司一心大药房";69356.24;8881.99;0.12806331485097808070;95
"温州张和堂医药连锁有限公司鹿城天凤巷店";451.00;184.68;0.40949002217294900222;2
"温州滨海医院";99912.71;22918.81;0.22938833307594198976;151
"烟台海港医院";2677.47;2029.56;0.75801409539602684624;1
"瑞安市桐浦乡桐浦卫生院";122.66;0.00;0.00000000000000000000;1
"瑞安市玉海街道社区卫生服务中心";68554381.73;28626206.56;0.41756931997058505162;33537
"瑞安市益佰大药房有限公司";4670.10;1840.12;0.39402154129461895891;12
"瓜沥镇沙田头社区卫生服务站";40.08;0.00;0.00000000000000000000;1
"绍兴华虞大药房有限公司上虞大药房";649441.50;204132.90;0.31432068939234711671;5545
"绍兴县天悦大药房";483.30;22.91;0.04740326919097868819;4
"绍兴市上虞区崧厦镇东上湖社区卫生服务站";27399.25;12503.39;0.45634059326441417192;119
"绍兴市上虞区道墟镇联江社区卫生服务站";72643.89;33958.91;0.46747097381486591646;217
"绍兴易心堂大药房连锁有限公司上浦店";537073.10;198107.30;0.36886468527282412767;1723
"绍兴越中口腔医院";336.00;216.13;0.64324404761904761905;1
"绵阳市游仙区人民医院";;1701.56;;1
"苍南县龙城中医院";1782834.15;939915.71;0.52720311084460660572;864
"苏溪镇新厅村社区卫生服务站";8168.73;3190.32;0.39055275422250459986;41
"衙前镇衙前社区卫生服务站";2354.52;615.08;0.26123371217912780524;8
"诸暨市凰桐社区卫生服务站";331.18;62.65;0.18917205145238239024;4
"诸暨店口中山医院";;5795.56;;25
"贵州医科大学附属医院";568928.08;362032.02;0.63634057225651439106;8
"金山区张堰镇社区卫生服务中心";;82.02;;1
"闵行区浦江社区卫生服务中心";310.94;81.86;0.26326622499517591818;2
"香河县中医医院";;437.78;;1
"一级医院（杭州）";;5012.54;;13
"三都卫生院";205621.40;92096.78;0.44789491755235593182;342
"上海市博爱医院";23179.12;7445.41;0.32121193556959884586;2
"上海市徐汇区妇幼保健所";76.76;5.65;0.07360604481500781657;1
"上海市普陀区中心医院";194688.52;53436.56;0.27447206440318104016;33
"上海市第一人民医院";15483365.84;7514538.69;0.48532978989534745760;753
"上海市金山区众仁老年护理医院";47304.43;39460.89;0.83419015935716802845;1
"上海德颐护理院(异地)";8548.17;7180.73;0.84003125815232967992;1
"上海申诚医院";9106.87;306.30;0.03363394887595847970;3
"中国人民解放军空军军医大学第三附属医院";104487.16;20104.44;0.19241062729621515218;2
"中国共产党宁波市委员会党校";381.75;0.00;0.00000000000000000000;5
"义亭镇上胡村社区卫生服务站";2644.38;616.88;0.23327963454571581997;27
"余姚国良盲人医疗按摩所";205860.00;95880.80;0.46575731079374332070;1185
"余姚市人民法院医务室";8915.07;1882.76;0.21118847075794132856;42
"余姚市长青老年人服务有限公司";406.20;283.58;0.69812900049236829148;1
"余姚让贤诊所";64893.17;28742.70;0.44292334617032886512;202
"余杭区乔司镇社区卫生服务中心";681.06;483.09;0.70932076469033565325;3
"余杭镇街道社区义桥村社区卫生服务站";36.30;0.00;0.00000000000000000000;1
"凤翔卫生院";196.99;0.00;0.00000000000000000000;4
"台州市椒江盛强药店（普通合伙)";306.00;0.00;0.00000000000000000000;3
"嘉兴市社会劳动保险医疗所";95173.94;14485.59;0.15220122230938427053;131
"四川省成都市都江堰中医院";2583.94;41.90;0.01621554680062230547;1
"大同市三医院";49527.68;21611.57;0.43635336845981883262;4
"姚村卫生院";217.36;187.81;0.86405042326094957674;3
"宁波市海曙区乳腺病专科医院";370712.02;216427.37;0.58381535618942164325;617
"宁波市鄞州东吴朱小更西医内科诊所";40399.78;2092.82;0.05180275734174790061;325
"宁波鄞州同仁医院";150328.26;65087.00;0.43296583090897213870;620
"安徽省立医院";104401.80;41805.93;0.40043303851083027304;10
"市外非定点医疗机构一级";1325.66;567.00;0.42771147956489597634;1
"常熟市中医院（常熟市新区医院）";110431.56;58410.86;0.52893267105888932475;7
"平湖市第一人民医院";97825298.83;62145025.51;0.63526537872370944026;33210
"平阳县南麂镇卫生院";72.00;0.00;0.00000000000000000000;3
"慈溪市崇寿镇卫生院";597586.67;166222.04;0.27815553516279069612;3238
"新昌县中医院";156726.87;114952.28;0.73345610743071688984;298
"杭州之江度假区御仁堂医疗门诊部";9863530.51;6939989.76;0.70360098272763390073;3288
"杭州余杭溢泽口腔门诊部";16053.00;344.40;0.02145393384414128200;55
"杭州余杭黄浩中医诊所";119116.04;52003.82;0.43658116908520464582;78
"杭州君诺口腔门诊部有限公司";1107658.04;60796.85;0.05488774315220968378;1516
"杭州孜御医疗投资管理有限公司九乔街中医门诊部";7259372.67;6390885.24;0.88036329453244614868;1108
"杭州富阳虹桥老年医院";7110461.64;5185981.77;0.72934529887991913841;1805
"杭州市临安区岛石镇新桥卫生院";1816.03;1020.75;0.56207771898041331916;15
"杭州市富阳区上官乡社区卫生服务中心";3715182.16;1623003.31;0.43685699384387655436;3053
"杭州市江干区杏林堂中医诊所";2091137.37;1147605.27;0.54879477860414306498;719
"杭州市西湖区博凡口腔门诊部";5049143.36;48020.02;0.00951052813838108174;2378
"杭州文涛健康管理有限公司祥符口腔诊所";449932.00;69827.77;0.15519627410364232817;903
"杭州方回春堂城西中医门诊部";38562.20;25478.89;0.66072189864686143425;65
"杭州益龙大药房";97.80;0.00;0.00000000000000000000;1
"杭州聚润堂中医门诊部有限公司";794.62;472.80;0.59500138430948126148;1
"杭州胡庆余堂第一中医门诊部";187321149.11;97075643.65;0.51823109195745206477;78563
"杭州萧山九龙男科医院";2887005.39;961015.55;0.33287625763663711068;2734
"枣园社区卫生服务站";995.17;51.44;0.05168966106293397108;9
"桐庐好邻居大药房连锁有限公司富春路连锁店";26.00;0.00;0.00000000000000000000;1
"梅坪村卫生室";577.13;405.33;0.70232010119037305287;4
"梅城镇姜山村中山卫生室";24.68;7.00;0.28363047001620745543;1
"河北省新河县人民医院";18789.43;8698.79;0.46296188867890085011;1
"泗阳县中医院";6654.68;2193.00;0.32954251744636857069;1
"浙江华联医药连锁有限公司港越路连锁店";148.20;44.20;0.29824561403508771930;3
"浙江春天大药房连锁有限公司淳安宾佳药店";53.60;0.00;0.00000000000000000000;1
"浦东新区上钢社区卫生服务中心";5964.42;298.26;0.05000653877493536672;1
"深圳市龙岗区人民医院";14069.60;4379.76;0.31129243190993347359;2
"淳安县妇幼保健院";212.80;0.00;0.00000000000000000000;1
"淳安县第一人民医院(一卡通)";1162.39;126.88;0.10915441461127504538;7
"温州宝芝林大药房有限公司";105.00;0.00;0.00000000000000000000;2
"琼海市人民医院";2881.41;832.59;0.28895228377773381782;7
"瑶琳镇社区卫生服务中心";56.79;0.00;0.00000000000000000000;1
"甘肃中医学院附属医院";1151.70;0.00;0.00000000000000000000;1
"社保中心ceshi";1652859.38;1652847.76;0.99999296975886720624;79
"绍兴华通医药连锁有限公司齐贤第二医药商店";1786.76;181.42;0.10153574067026349370;13
"绍兴县华舍健百药店";468.00;110.25;0.23557692307692307692;7
"绍兴市上虞区东关街道长山社区卫生服务站";213961.10;96123.42;0.44925652373258503532;664
"绍兴市上虞区道墟镇卫生院";3166366.88;1358410.41;0.42901232279185537716;7059
"绍兴市中心医院医共体杨汛桥分院";;1933368.88;;7874
"绍兴市今翌乐大药店有限公司";348.50;0.00;0.00000000000000000000;2
"绍兴市越城区迪荡街道社区卫生服务中心";35859.47;93169.65;2.5981881494623317;682
"老百姓大药房连锁有限公司温州小南路店";3281.64;2036.66;0.62062261552150753891;6
"苍南县老干部医务室（灵溪）";6927435.16;0.00;0.000000000000000000000000;106
"莱州市人民医院";13145.22;4007.94;0.30489714131828908151;2
"诸暨市暨阳街道大侣社区卫生服务站";;624.04;;4
"诸暨市暨阳街道大侣社区卫生服务站 ";797.98;418.77;0.52478758866136995915;2
"遵义市妇幼保健院";1637.47;331.60;0.20250752685545384038;1
"长宁区仙霞社区卫生服务中心";1685.39;0.00;0.00000000000000000000;3
"麻栗坡县人民医院";19862.91;11671.25;0.58759013659126482474;1
"象山县黄避岙乡卫生院";77502.72;18985.90;0.24497075715536177311;426
"首都医科大学附属北京佑安医院（传染病专科）";10114.61;1928.00;0.19061535738896507132;5
"高境镇社区卫生服务中心";92.70;4.62;0.04983818770226537217;1
"上海市宝山区顾村镇社区卫生服务中心";565.60;201.91;0.35698373408769448373;1
"上海市普陀区中医院";1205.70;137.84;0.11432362942688894418;1
"上海市浦东新区周浦医院";50815.66;18623.72;0.36649568263011835328;13
"上海市浦东新区周浦医院   ";5507.54;3335.02;0.60553713636215079691;2
"上海市浦东新区新场社区卫生服务中心";12846.95;238.15;0.01853747387512211070;2
"上海市第一人民医院(异地)";387429.21;200465.66;0.51742526073343824540;8
"上海市精神卫生中心(异地)";27448.37;19122.82;0.69668326388780098782;1
"上海市肺科医院延庆路门诊部";1138.96;0.00;0.00000000000000000000;1
"上海市黄浦区牙病防治所";714.32;15.56;0.02178295441818792698;1
"上海电力医院";248273.98;173240.45;0.69777932427715542321;12
"乐清牙科医院";2790942.12;58346.87;0.02090579721517119818;3423
"余姚市临山中心卫生院（临山镇社区卫生服务中心）";2266642.68;1061264.31;0.46820979740838551580;6467
"余杭区疾病预防控制中心预防医学门诊部";7560219.32;1605007.50;0.21229642052236124811;18342
"北京安达医院";1625.50;582.12;0.35811750230698246693;1
"北京首都国际机场医院（北京首都国际机场急救中心）";360.01;0.00;0.00000000000000000000;1
"北苑街道幸福社区卫生服务站";23313.63;8274.55;0.35492327878584330282;185
"南京市江宁医院";7572.93;3097.89;0.40907416284053860263;3
"南阳市中心医院";8262.68;2053.93;0.24857915349499193966;2
"台州市黄岩健众大药房";92.00;0.00;0.00000000000000000000;1
"后宅街道寺前村社区卫生服务站";5553.86;1138.44;0.20498176043328423835;84
"大陈镇大陈社区卫生服务站";56362.15;17992.30;0.31922664412198612012;444
"天境南苑社区服务站（城南街道社区卫生服务中心）";625.77;0.00;0.00000000000000000000;2
"天津市南开医院";27791.48;11483.01;0.41318454432797389704;4
"宁波市奉化区萧王庙街道卫生院";335358.73;114948.57;0.34276301678504090232;1257
"宁波市市级机关卫生所";105066.50;43265.11;0.41178786768380025984;266
"宁波市海曙区第二医院";280.76;176.42;0.62836586408320273543;6
"宁波市镇海区城关门诊部";227778.92;107991.34;0.47410594448336132246;706
"宁波鄞州新东方医院有限公司";19216.31;3003.16;0.15628182517871537251;129
"山东省立医院";106626.65;62226.12;0.58358881199024821656;8
"平湖仁爱医院";9240.17;5537.67;0.59930390891076679325;5
"建德市第3人民医院";154.20;0.00;0.00000000000000000000;2
"建德市第四人民医院";65805.92;50893.21;0.77338345850950795916;147
"慈溪同济医院（普通合伙）";169211.15;110541.82;0.65327739927303844930;204
"成都医学院第一附属医院";92846.25;44279.05;0.47690725258155283601;1
"扬中市中医院";4583.32;882.14;0.19246746899627344370;1
"无锡市南长区清名桥街道社区卫生中心";117.60;0.00;0.00000000000000000000;1
"无锡市第二人民医院";11238.73;5641.58;0.50197664682753300417;3
"无锡市锡山区东亭街道社区卫生服务中心";11274.89;3951.71;0.35048767659817523719;2
"本地一级定点医院";70742.19;8376.03;0.11840218687038102722;62
"杭州久保中医门诊部";13578103.68;8260776.19;0.60838953543769081015;6137
"杭州余杭莫氏中西医结合门诊部";6072865.90;2617966.56;0.43109243693327725218;9004
"杭州余杭赵海利口腔诊所";81220.75;8511.84;0.10479883527300597446;216
"杭州华祥西医内科诊所";1735939.00;1229889.18;0.70848640418816559798;2065
"杭州口腔医院（含杭州口腔医院古翠门诊部）";25477.89;252.32;0.00990348886819120422;7
"杭州市余杭区第五人民医院";399594973.98;160119548.06;0.40070460963308835860;154557
"杭州市萧山区临浦镇社区卫生服务中心";45999757.28;15589419.65;0.33890221539882003482;37608
"杭州市萧山区湘湖康复医院";83506.00;55975.13;0.67031267214331904294;125
"杭州悦好口腔门诊部";210077.98;8554.19;0.04071911772952119970;264
"杭州惠德堂中医门诊部";15495.49;3555.74;0.22946934882343185017;8
"河北省人民医院";54157.55;21592.55;0.39869879638203722288;3
"浙江震元医药连锁有限公司袍江药店";10050.86;3129.35;0.31135146644167762759;33
"浙江震元堂国药馆";116005.11;55028.91;0.47436625852085309001;167
"浦江县中医院";16299.89;5619.06;0.34472993376028917987;18
"海盐县通元镇卫生院";636.39;7.66;0.01203664419616901586;2
"温州市平阳县平安医药连锁有限公司沙河路店";252.00;0.00;0.00000000000000000000;3
"温州市洞头区元觉街道社区卫生服务中心";5057720.53;2101059.55;0.41541630019640488123;6398
"温州张和堂医药连锁有限公司状元店";2704.10;0.00;0.00000000000000000000;9
"温州张和堂连锁有限公司蝉街店";50911.40;4866.12;0.09558016475681281599;83
"湖州肛肠医院";3767.74;0.00;0.00000000000000000000;2
"瑞安市南滨街道社区卫生服务中心";3472691.03;422042.22;0.12153175055138723355;4597
"绍兴县瑞祥药店";137.80;31.40;0.22786647314949201742;3
"绍兴市上虞区城西平价大药房";316458.62;115646.37;0.36543915283457913076;966
"绍兴市文理学院附属医院";252568.16;170338.64;0.67442642017901227138;203
"绍兴市立医院（原绍兴市第六医院）";3081549.81;1674744.20;0.54347464855679227200;1015
"绍兴滨海新城市民大药房有限公司";165404.66;56191.54;0.33972162573896043799;626
"荆州市中心医院";;210.95;;1
"象山县丹城镇吴林国西医诊所";25208.07;5951.48;0.23609423490175963491;73
"连云港市第二人民医院";11187.43;5204.22;0.46518458662981578432;1
"遵义市第一人民医院";123530.80;80689.60;0.65319418315108458781;3
"邹平县中医院";43485.06;18496.77;0.42535919232950351224;1
"鞍山市中心医院";2786.36;1147.94;0.41198552950803198438;2
"三门县弘法药店有限公司";19071.00;0.00;0.000000000000000000000000;127
"上海市宝山区庙行镇社区卫生服务中心";412.46;0.00;0.00000000000000000000;1
"上海市胸科医院";47151916.02;18281310.15;0.38771086507377097250;924
"上海市蓝十字脑科医院";34366.52;13756.25;0.40028056375798306026;3
"上海市闵行区中心医院（瑞金医院分院）";322754.26;120251.38;0.37257875387918969683;43
"上海广中街道社区卫生服务中心";5090.31;0.00;0.00000000000000000000;1
"上海新视界眼科医院";3034.04;346.20;0.11410528536209146880;4
"上锦南府医院";14179.60;6210.86;0.43801376625574769387;1
"东阳市精神病医院";388.40;262.45;0.67572090628218331617;4
"临湘市人民医院";;398.36;;1
"临高县人民医院";568.72;100.47;0.17665986777324518216;2
"义乌市公安局医务室（对内）";3100.70;0.00;0.00000000000000000000;46
"仙居县长健药房有限公司";0.00;0.00;0;1
"兴化市人民医院";4436.05;1809.65;0.40794174998027524487;1
"北京中医医院";13529.92;6233.19;0.46069673730517253613;1
"北苑街道清溪村社区卫生服务站";3213.30;646.67;0.20124793825662091930;42
"华联医药连锁杨汛桥连锁三店";67.50;24.90;0.36888888888888888889;2
"厦门长庚医院";192.91;0.00;0.00000000000000000000;1
"合肥九龙泌尿专科医院";14991.62;1280.00;0.08538103287036357645;1
"嘉兴市第一医院湘家荡分院";12062.54;8618.60;0.71449296748446015516;5
"嘉善县西塘镇茜墩社区卫生服务站";34.00;22.60;0.66470588235294117647;1
"塔山望花社区服务站";;28005.17;;206
"宁波市江东区东胜街道社区卫生服务中心";297093.50;164742.93;0.55451543032748949405;822
"宁波镇海陆伟海诊所";38313.02;3615.18;0.09435904556727712929;242
"宁海县计划生育宣传技术指导站";23992.45;3313.77;0.13811719936896815457;228
"嵊州市仙岩镇卫生院";2318.34;1422.11;0.61341735897236815998;10
"嵊州市黄泽镇利民药店";12790.90;5250.19;0.41046290722310392545;45
"常熟琴湖惠民医院";1056.50;285.37;0.27010884997633696167;2
"平阳县顺溪镇维新卫生院";114794.87;8916.58;0.07767402846486084265;73
"建德市航头卫生院";51736.95;36981.85;0.71480537604168780726;124
"建德新安江精牙庄口腔诊所";23255.00;776.00;0.03336916792087723070;27
"张家港广和中西医结合医院有限公司";47877.92;26671.21;0.55706701544260903565;2
"新昌县小将镇卫生院";;0.00;;3
"无锡市人民医院";634912.99;1026926.56;1.6174288070559086;22
"昌吉回族自治州人民医院";868.78;92.59;0.10657473698749971224;1
"景宁县人民医院";11133.01;5831.05;0.52376221704642320451;14
"杭州人康大药房";12.50;0.00;0.00000000000000000000;1
"杭州侨炬口腔门诊部有限公司";2790336.00;182659.72;0.06546155015023280350;3147
"杭州市余杭区第一人民医院(异地)";3101.44;126.67;0.04084231840693355345;6
"杭州市萧山区闻堰街道社区卫生服务中心";52943012.18;19651139.62;0.37117532249937804729;23296
"杭州市西湖区转塘街道社区卫生服务中心中国美院（象山校区）医务室";948.76;0.00;0.00000000000000000000;11
"杭州广仁医院";50956355.73;36760879.40;0.72141892553665159838;3429
"杭州康原堂医疗投资管理有限公司余杭凤凰山路中医诊所";2757634.85;1276659.98;0.46295468741990985500;3251
"杭州康源口腔医疗有限公司文二路口腔门诊部";2025133.00;1127972.29;0.55698677074542758426;3013
"杭州明嘉口腔门诊部";3144350.34;127468.41;0.04053887010567658310;3171
"杭州杭西物资服务有限公司益民药店";351.90;0.00;0.00000000000000000000;1
"杭州永鑫堂中医门诊部有限公司";18463581.76;16559464.19;0.89687171239303462212;918
"杭州自立口腔门诊部";3332888.00;327952.10;0.09839877607648381824;2338
"杭州萧山盛乐门诊部";15855168.49;9013829.78;0.56851050089345345077;6766
"杭齿医院";14872329.83;7193582.41;0.48368900449540393228;3533
"江门市蓬江区棠下镇卫生院";;463.98;;1
"泰顺县回春医药有限公司";6245.50;665.11;0.10649427587863261548;15
"浙江华联医药连锁有限公司杨汛桥连锁二店";723.40;255.27;0.35287531103124136024;1
"浙江华联医药连锁有限公司绍兴柯桥双周连锁店";167.60;0.00;0.00000000000000000000;1
"浙江华联医药连锁有限公司钱清连锁店";894.74;395.81;0.44237432103180812303;4
"浙江大学医学院附属第一医院城站院区";3495.54;2403.30;0.68753325666420638871;2
"浙江家家健康控股股份有限公司南环路内科诊所";348824.33;51944.96;0.14891438335164293156;934
"浙江经贸职业技术学院下沙卫生所";27670.61;2976.99;0.10758671384548443276;164
"深圳市第二人民医院";19184.44;6044.49;0.31507252752751709198;4
"温州一洲医药连锁有限公司梅屿店";21893.00;4896.46;0.22365413602521353857;22
"温州佳洁口腔医院（普通合伙）";13501.80;276.83;0.02050319216697032988;25
"温州市修正堂药品零售连锁有限公司康福堂店";2562.50;83.08;0.03242146341463414634;12
"温州市洞头区北岙街道社区卫生服务中心";20279840.25;8288166.72;0.40868994123363471761;20952
"温州市瓯海区泽雅镇中心卫生院";17674.90;5488.24;0.31051038478294078043;44
"温州市龙湾状元荣昌综合门诊部";17926.61;2523.30;0.14075723184695823694;31
"温州徐顺堂药房有限公司";1530.90;88.96;0.05810960872689267751;8
"潍坊市脑科医院";246309.70;82139.21;0.33347939606113766531;1
"绍兴上虞丰惠镇二民药店";401709.30;113176.03;0.28173614601404548015;2870
"绍兴市上虞区崧厦镇牛市街社区卫生服务站";97154.52;48015.15;0.49421426815757002350;358
"绍兴市上虞区长塘镇卫生院";271591.60;120059.01;0.44205715493409958187;712
"绍兴鲁迅中学医务室";;1203.05;;101
"绿荷塘村卫生室";661.24;552.31;0.83526404936180509346;4
"苍南县灵溪中心卫生院";11283.94;1116.00;0.09890162478708677997;14
"苍南广济医院";217421.83;157762.72;0.72560662376910359001;69
"苏州市华夏口腔医院";;581.56;;1
"龙港老干部医务室";9056490.02;603.60;0.000066648337122553357598;92
"龙湾区永兴街道社区卫生服务中心";24332.59;6930.97;0.28484308493259451624;55
"绍兴第二医院（绍兴市第二人民医院）";1206.70;27.00;0.02237507251180906605;6
"老百姓大药房连锁（浙江）有限公司温州慈湖店";6157.38;901.57;0.14642104271622021054;10
"聊城东昌妇女儿童医院";;628.94;;1
"苍南县龙港镇芦浦卫生院";247772.47;33557.31;0.13543599093151874379;266
"萧山城厢街道万寿桥社区卫生服务站";8935.84;3244.32;0.36306827338000680406;20
"诸暨市浣东卫生院";;1937.36;;11
"重庆市江津区中心医院";2253.90;0.00;0.00000000000000000000;1
"长庆潮鸣街道社区卫生服务中心所巷社区卫生服务站";69.61;51.26;0.73638844993535411579;1
"闵行区吴泾医院";50618.83;27439.86;0.54208799373671813434;3
"鹿城区五马街道社区卫生服务中心（卫生院）";54230.44;20500.65;0.37802846519408656836;130
"鹿城区鞋都社区卫生服务中心（卫生院）";1850.00;781.27;0.42230810810810810811;8
"三门立生药店";1699735.58;0.00;0.000000000000000000000000;952
"上海市同仁医院";488318.93;218486.60;0.44742602954179965950;45
"上海市静安区中医医院";812.80;0.00;0.00000000000000000000;1
"上虞市恒利中西医结合诊所";;104208.81;;193
"东莞市清溪医院";14891.90;7336.53;0.49265238149598103667;3
"东阳市妇幼保健院";10443.22;2138.63;0.20478645475246140558;4
"中国杭州黄龙饭店医务室";63689.98;11748.47;0.18446339596903625971;212
"仙居南峰惠民西医诊所";1011720.95;0.00;0.000000000000000000000000;1801
"仙居县大东方药房有限公司";3416495.79;0.00;0.000000000000000000000000;1901
"仙居福应再福口腔诊所";363717.00;0.00;0.000000000000000000000000;905
"佳木斯大学第一附属医院";20345.81;10583.00;0.52015623855722627902;1
"北干街道北干二苑社区服务卫生站";70.93;0.00;0.00000000000000000000;1
"南京市马群卫生医院";79.20;26.25;0.33143939393939393939;1
"台州市黄岩区新前街道社区卫生服务中心";2002.07;0.00;0.00000000000000000000;6
"嘉兴二院";29027932.30;18206778.30;0.62721581791755797915;3666
"嘉兴爱尔眼科医院有限公司";518621.75;409177.87;0.78897167347879258824;76
"嘉善县天凝镇欣杨社区卫生服务站";37.81;0.00;0.00000000000000000000;1
"嘉善县计划生育宣传技术指导站";5011.11;99.84;0.01992372947311074792;11
"天津市中心妇产科医院";100.19;207.30;2.0690687693382573;2
"奉化市中医医院";636.90;3290.73;5.1667922750824305;8
"宁波奉化程齐虎口腔诊所";61408.00;10362.24;0.16874413757165190203;119
"宁波市奉化区慈善惠民门诊部";1241865.51;752874.82;0.60624505144683501195;3477
"宁波市鄞州区东吴镇社区卫生服务中心";819582.73;257898.19;0.31467011268038798231;4291
"宁波江北新马门诊部";291092.17;119858.95;0.41175600841479178227;899
"宁波马应龙医院";94832.67;57309.33;0.60432053637211733045;53
"宝鸡市中医医院";9739.55;7305.90;0.75012705925838462763;1
"富阳市妇幼保健医院";584.02;0.00;0.00000000000000000000;1
"嵊州市中医院";61488.92;54831.69;0.89173285203252878730;219
"广东省深圳市第二人民医院";202875.62;5597.94;0.02759296558157160530;2
"新疆医科大学附属肿瘤医院";7837.72;2938.04;0.37485901512174458899;1
"杭州下城金德夫口腔诊所";2238493.00;187466.02;0.08374652947317682030;1497
"杭州余杭众信门诊部";26751183.93;12079125.22;0.45153609842493427168;15711
"杭州余杭雅康口腔门诊部";605882.80;36883.39;0.06087545314044234297;831
"杭州富阳东吴医药连锁有限公司源城中医诊所";5096629.98;3239874.28;0.63568952282464892615;4198
"杭州富阳立清健康管理有限公司三联内科诊所";1421711.62;907854.04;0.63856412737204750426;590
"杭州市富阳区春江街道社区卫生服务中心";17246596.79;7424724.29;0.43050373244100177053;16188
"杭州市第一人民医院(一卡通)";154937.72;90659.53;0.58513530468887756965;84
"杭州市第七人民医院";402465255.73;289727732.94;0.71988259561557855522;43707
"杭州市萧山区新塘街道董家埭社区卫生服务站";13825384.94;5966865.41;0.43158765096923225343;6613
"杭州市萧山区浦阳镇社区卫生服务中心";40183546.01;18113833.10;0.45077736781846545653;15948
"杭州市萧山区精神病医院";3260.56;7653.83;2.3473973795912359;25
"杭州心宸诊所";122811.40;77659.60;0.63234846276485733409;253
"杭州明皓口腔门诊部有限公司";370622.29;7696.29;0.02076585841612494489;357
"杭州牙科医院";56026136.30;566926.20;0.01011895942572788122;21785
"杭州萧山周有权西医内科诊所";1984675.63;758808.89;0.38233395852197771986;974
"杭州萧山宁围永生诊所";4097805.14;1999596.83;0.48796776852107711496;4267
"杭州邻家大药房有限公司良渚分公司";155.00;0.00;0.00000000000000000000;2
"桃浦镇社区卫生服务中心";24608.61;4973.78;0.20211543845832820302;5
"桐乡市乌镇镇中心卫生院（桐乡市第三人民医院）";541.01;0.00;0.00000000000000000000;4
"桐君街道中杭社区卫生服务站";1040.82;654.15;0.62849484060644491843;3
"桐庐富春江医院(一卡通)";8185.79;1591.52;0.19442472870669782636;31
"永嘉县东瓯街道社区卫生服务中心";0.00;0.00;0;2
"河北燕达医院";2368802.63;892436.62;0.37674587519349385390;3
"浙江华联医药连锁有限公司梅林连锁店";455.40;178.71;0.39242424242424242424;2
"浙江师范大学杭州（萧山）医务室";719.83;28.98;0.04025950571662753706;14
"浙江瑞人堂医药连锁有限公司台州广场南路药店";56.80;0.00;0.00000000000000000000;1
"浙江震元医药连锁有限公司世纪街药店";10154.65;3295.29;0.32451044595333172487;48
"浙江震元医药连锁有限公司娄宫药店";1783.58;345.13;0.19350407607172092084;8
"深圳市第三人民医院";;93035.84;;1
"温州一正药房连锁有限公司南洋店";3035.80;866.80;0.28552605573489689703;10
"温州医科大学附属第二医院育英儿童医院";31479.99;12867.36;0.40874727088541006525;7
"温州市九府药品零售有限公司";21.00;0.00;0.00000000000000000000;1
"温州市新立德药品零售有限公司";42.00;0.00;0.00000000000000000000;1
"温州康宏医药有限公司兴鑫大药房";1944.00;1010.00;0.51954732510288065844;1
"湖南中医药大学第二附属医院";4142.01;3089.00;0.74577318741384014041;1
"白塔中心卫生院";10379948.48;654312.26;0.06303617607165618610;4649
"绍兴华虞大药房有限公司上虞九浸畈药店";331719.17;105014.39;0.31657618701988190794;1443
"绍兴市上虞区财政地税局医务室";83252.69;34719.80;0.41704117908982880914;157
"绍兴市柯桥区越中口腔医院";;32710.19;;703
"荆州市第二人民医院";;3497.61;;1
"萧山区中医院";545.23;219.07;0.40179373842231718724;4
"蜀山街道联华社区卫生服务站";75.92;69.14;0.91069546891464699684;2
"西安医学院附属汉江医院";3.00;0.00;0.00000000000000000000;1
"赤岸中心卫生院毛店分院";6320.04;1935.78;0.30629236523819469497;84
"重庆市涪陵区妇幼保健院";;382.09;;1
"金华文荣医院";3872.08;1836.79;0.47436778165740377265;1
"镇头村卫生室";623.90;521.15;0.83531014585670780574;3
"长宁区华阳社区卫生服务中心";;213.29;;2
"青岛市海慈医院";174.28;0.00;0.00000000000000000000;1
"苍南县钱库镇志成大药房";1027467.50;92246.65;0.08978060133288887483;1499
"苏州市立医院北区(异地)";22754.43;13146.73;0.57776573616653987817;1
"解放军118医院";774.00;0.00;0.00000000000000000000;1
"诸暨市山下湖分院";;142.69;;2
"贺宅村卫生室";412.74;346.44;0.83936618694577700247;1
"赤岸镇雅治街社区卫生服务站";7303.86;1682.75;0.23039187498117433795;90
"郑州市骨科医院";38454.13;16346.27;0.42508489985340976379;1
